Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Cost Per Unit,Profit Margin,Order Month,Order Day,Order Year
1408,CA-2016-130407,Standard Class,KD-16270,Karen Daniels,Consumer,New York City,New York,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,2,0.0,19.6248,27.9276,26.0,September,Friday,2016
1409,CA-2016-130407,Standard Class,KD-16270,Karen Daniels,Consumer,New York City,New York,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,0.0,9.995,14.9925,25.0,September,Friday,2016
1410,US-2016-122245,Standard Class,AB-10105,Adrian Barton,Consumer,Phoenix,Arizona,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-204.4458,199.20360000000002,-51.99999999999999,September,Sunday,2016
1411,CA-2017-105144,Standard Class,SZ-20035,Sam Zeldin,Home Office,Grand Prairie,Texas,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,8.88,7.3999999999999995,37.50000000000001,November,Saturday,2017
1412,CA-2016-136329,Standard Class,JD-15895,Jonathan Doherty,Corporate,New York City,New York,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.006,2,0.1,72.5344,167.73579999999998,17.777777777777782,July,Saturday,2016
1413,CA-2016-136329,Standard Class,JD-15895,Jonathan Doherty,Corporate,New York City,New York,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.28,4,0.0,14.8752,37.6012,9.0,July,Saturday,2016
1414,CA-2014-146640,Standard Class,HA-14905,Helen Abelman,Consumer,New York City,New York,East,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,334.768,7,0.2,108.7996,32.2812,32.5,June,Monday,2014
1415,CA-2017-115994,Second Class,BT-11305,Beth Thompson,Home Office,Costa Mesa,California,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97,3,0.0,26.3967,71.19109999999999,11.0,January,Saturday,2017
1416,CA-2017-115994,Second Class,BT-11305,Beth Thompson,Home Office,Costa Mesa,California,West,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,3,0.0,12.8316,8.3028,34.0,January,Saturday,2017
1417,CA-2015-126697,First Class,SV-20815,Stuart Van,Corporate,Houston,Texas,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,7,0.2,118.293,118.293,12.5,September,Monday,2015
1418,CA-2015-126697,First Class,SV-20815,Stuart Van,Corporate,Houston,Texas,Central,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,151.2,3,0.2,32.13,39.69,21.250000000000004,September,Monday,2015
1419,CA-2015-126697,First Class,SV-20815,Stuart Van,Corporate,Houston,Texas,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,4.928,4,0.6,-1.4784,1.6016,-30.0,September,Monday,2015
1420,CA-2015-124800,Standard Class,RW-19540,Rick Wilson,Corporate,Mesa,Arizona,West,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,86.272,4,0.2,31.2736,13.749600000000001,36.24999999999999,September,Saturday,2015
1421,CA-2015-124800,Standard Class,RW-19540,Rick Wilson,Corporate,Mesa,Arizona,West,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.588,2,0.7,-48.392,60.489999999999995,-66.66666666666667,September,Saturday,2015
1422,CA-2015-124800,Standard Class,RW-19540,Rick Wilson,Corporate,Mesa,Arizona,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,60.672,2,0.2,14.4096,23.1312,23.75,September,Saturday,2015
1423,CA-2015-124800,Standard Class,RW-19540,Rick Wilson,Corporate,Mesa,Arizona,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',77.031,9,0.7,-59.0571,15.120899999999999,-76.66666666666666,September,Saturday,2015
1424,CA-2015-124800,Standard Class,RW-19540,Rick Wilson,Corporate,Mesa,Arizona,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,119.904,6,0.2,-1.4988,20.2338,-1.25,September,Saturday,2015
1425,CA-2015-124800,Standard Class,RW-19540,Rick Wilson,Corporate,Mesa,Arizona,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,263.96,5,0.2,23.0965,48.1727,8.75,September,Saturday,2015
1426,CA-2015-124800,Standard Class,RW-19540,Rick Wilson,Corporate,Mesa,Arizona,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,363.648,4,0.2,-86.3664,112.5036,-23.75,September,Saturday,2015
1427,US-2015-164448,Second Class,DK-12835,Damala Kotsonis,Corporate,Salinas,California,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,9.728,2,0.2,3.2832,3.2224,33.75,October,Saturday,2015
1428,US-2015-164448,Second Class,DK-12835,Damala Kotsonis,Corporate,Salinas,California,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",14.75,5,0.0,7.08,1.534,48.0,October,Saturday,2015
1429,US-2015-164448,Second Class,DK-12835,Damala Kotsonis,Corporate,Salinas,California,West,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5,0.2,9.3125,4.0975,31.25,October,Saturday,2015
1430,US-2015-164448,Second Class,DK-12835,Damala Kotsonis,Corporate,Salinas,California,West,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",427.42,14,0.0,196.6132,16.4862,46.0,October,Saturday,2015
1431,CA-2017-122700,Standard Class,LT-17110,Liz Thompson,Consumer,Columbus,Ohio,East,TEC-PH-10003092,Technology,Phones,Motorola L804,220.752,8,0.4,-40.4712,32.6529,-18.333333333333336,November,Sunday,2017
1432,CA-2014-120768,Second Class,IM-15070,Irene Maddox,Consumer,Florence,Alabama,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,152.76,6,0.0,74.8524,12.984599999999999,49.00000000000001,December,Friday,2014
1433,CA-2014-120768,Second Class,IM-15070,Irene Maddox,Consumer,Florence,Alabama,South,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,7.27,1,0.0,1.9629,5.307099999999999,27.0,December,Friday,2014
1434,CA-2014-120768,Second Class,IM-15070,Irene Maddox,Consumer,Florence,Alabama,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,1819.86,14,0.0,163.7874,118.2909,9.0,December,Friday,2014
1435,US-2016-153129,Standard Class,FP-14320,Frank Preis,Consumer,Seattle,Washington,West,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,33.9,5,0.0,15.594,3.6611999999999996,46.0,December,Monday,2016
1436,CA-2017-106852,Standard Class,ST-20530,Shui Tom,Consumer,Parma,Ohio,East,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,31.104,6,0.2,10.8864,3.3695999999999997,35.0,June,Tuesday,2017
1437,CA-2017-106852,Standard Class,ST-20530,Shui Tom,Consumer,Parma,Ohio,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,5.248,2,0.2,0.5904,2.3288,11.25,June,Tuesday,2017
1438,CA-2015-139731,Premium First Class,JE-15745,Joel Eaton,Consumer,Amarillo,Texas,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,263.88,3,0.2,42.8805,73.6665,16.25,October,Thursday,2015
1439,CA-2015-139731,Premium First Class,JE-15745,Joel Eaton,Consumer,Amarillo,Texas,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43,5,0.3,-350.49,560.784,-14.285714285714288,October,Thursday,2015
1440,CA-2017-122735,Second Class,BD-11320,Bill Donatelli,Consumer,Providence,Rhode Island,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5,0.0,13.365,3.2670000000000003,45.0,April,Wednesday,2017
1441,CA-2017-122735,Second Class,BD-11320,Bill Donatelli,Consumer,Providence,Rhode Island,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,39.96,4,0.0,17.982,5.4945,44.99999999999999,April,Wednesday,2017
1442,CA-2017-128160,Second Class,MM-17920,Michael Moore,Consumer,San Francisco,California,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,36.672,2,0.2,11.46,12.605999999999998,31.250000000000007,December,Tuesday,2017
1443,CA-2017-117695,First Class,PW-19030,Pauline Webber,Corporate,Richmond,Kentucky,South,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",13.76,2,0.0,6.3296,3.7152,46.0,August,Saturday,2017
1444,CA-2015-166135,Standard Class,SC-20440,Shaun Chance,Corporate,Aurora,Colorado,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",139.424,4,0.2,17.428,30.499000000000002,12.5,October,Thursday,2015
1445,CA-2016-133725,Standard Class,KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1979.928,9,0.2,148.4946,203.4926,7.5,May,Monday,2016
1446,CA-2017-102337,First Class,SD-20485,Shirley Daniels,Home Office,Chicago,Illinois,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",164.736,4,0.2,-39.1248,50.965199999999996,-23.75,June,Tuesday,2017
1447,CA-2017-102337,First Class,SD-20485,Shirley Daniels,Home Office,Chicago,Illinois,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,470.302,7,0.3,-87.3418,79.66340000000001,-18.571428571428573,June,Tuesday,2017
1448,CA-2017-102337,First Class,SD-20485,Shirley Daniels,Home Office,Chicago,Illinois,Central,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,47.984,2,0.2,5.998,20.993000000000002,12.5,June,Tuesday,2017
1449,US-2014-112564,First Class,TS-21160,Theresa Swint,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.502,3,0.7,-1.7514,1.4178,-70.0,April,Wednesday,2014
1450,CA-2015-145821,Standard Class,JB-15400,Jennifer Braxton,Corporate,Los Angeles,California,West,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,88.752,3,0.2,11.094,25.886,12.5,May,Friday,2015
1451,US-2015-160150,First Class,TS-21085,Thais Sissman,Consumer,Phoenix,Arizona,West,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,2.025,1,0.7,-1.35,3.375,-66.66666666666667,July,Sunday,2015
1452,CA-2016-133711,First Class,MC-17425,Mark Cousins,Corporate,Mobile,Alabama,South,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,70.98,7,0.0,34.7802,5.1714,49.0,November,Saturday,2016
1453,CA-2016-133711,First Class,MC-17425,Mark Cousins,Corporate,Mobile,Alabama,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,91.68,3,0.0,45.84,15.280000000000001,50.0,November,Saturday,2016
1454,CA-2016-133711,First Class,MC-17425,Mark Cousins,Corporate,Mobile,Alabama,South,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,33.75,5,0.0,16.875,3.375,50.0,November,Saturday,2016
1455,CA-2016-133711,First Class,MC-17425,Mark Cousins,Corporate,Mobile,Alabama,South,TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,8,0.0,1459.2,197.6,48.00000000000001,November,Saturday,2016
1456,CA-2017-148474,Standard Class,ME-17320,Maria Etezadi,Home Office,Columbus,Georgia,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,91.2,3,0.0,41.952,16.416,46.0,June,Monday,2017
1457,CA-2017-148474,Standard Class,ME-17320,Maria Etezadi,Home Office,Columbus,Georgia,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",452.94,3,0.0,67.941,128.333,15.0,June,Monday,2017
1458,CA-2015-111297,Standard Class,SC-20440,Shaun Chance,Corporate,New Bedford,Massachusetts,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,52.2,9,0.0,23.49,3.1900000000000004,44.99999999999999,August,Monday,2015
1459,CA-2016-123722,Standard Class,NH-18610,Nicole Hansen,Corporate,Irving,Texas,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,15.936,4,0.2,5.1792,2.6892,32.5,September,Sunday,2016
1460,CA-2014-155271,Premium First Class,AA-10480,Andrew Allen,Consumer,Middletown,Connecticut,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0.0,9.8856,8.7872,36.0,May,Sunday,2014
1461,CA-2015-119907,Standard Class,LC-17140,Logan Currie,Consumer,Seattle,Washington,West,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,55.424,2,0.2,19.3984,18.0128,35.0,December,Tuesday,2015
1462,US-2016-128902,Standard Class,MB-18085,Mick Brown,Consumer,Vineland,New Jersey,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2,0.3,-31.3722,137.6891,-12.857142857142856,March,Friday,2016
1463,CA-2016-152289,First Class,LC-16930,Linda Cazamias,Corporate,Pasadena,Texas,Central,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2,0.2,43.9956,57.994200000000006,27.500000000000004,August,Friday,2016
1464,CA-2016-152289,First Class,LC-16930,Linda Cazamias,Corporate,Pasadena,Texas,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,6,0.3,-29.2776,175.66559999999996,-2.857142857142857,August,Friday,2016
1465,US-2016-104794,First Class,KD-16495,Keith Dawkins,Corporate,New York City,New York,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,3.68,2,0.0,1.8032,0.9384000000000001,48.99999999999999,December,Friday,2016
1466,CA-2014-151708,Standard Class,MB-17305,Maria Bertelson,Consumer,Glendale,Arizona,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.376,4,0.2,-3.0344,31.102600000000002,-2.5,August,Friday,2014
1467,CA-2014-151708,Standard Class,MB-17305,Maria Bertelson,Consumer,Glendale,Arizona,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973,35.591100000000004,-11.25,August,Friday,2014
1468,CA-2015-100769,Premium First Class,TH-21550,Tracy Hopkins,Home Office,Jacksonville,Florida,South,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,255.968,4,0.2,31.996,55.992999999999995,12.5,May,Saturday,2015
1469,CA-2017-139199,Standard Class,DK-12835,Damala Kotsonis,Corporate,Detroit,Michigan,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,872.94,3,0.0,226.9644,215.3252,26.0,December,Saturday,2017
1470,CA-2017-139199,Standard Class,DK-12835,Damala Kotsonis,Corporate,Detroit,Michigan,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,41.54,2,0.0,19.5238,11.008099999999999,47.0,December,Saturday,2017
1471,CA-2017-139199,Standard Class,DK-12835,Damala Kotsonis,Corporate,Detroit,Michigan,Central,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,12.96,2,0.0,6.2208,3.3696000000000006,47.99999999999999,December,Saturday,2017
1472,US-2015-161466,Second Class,ON-18715,Odella Nelson,Corporate,Philadelphia,Pennsylvania,East,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.848,2,0.2,0.5992,3.1244,8.75,September,Thursday,2015
1473,CA-2017-164959,Standard Class,KN-16390,Katherine Nockton,Corporate,Los Angeles,California,West,OFF-LA-10004272,Office Supplies,Labels,Avery 482,8.67,3,0.0,4.0749,1.5316999999999998,47.0,July,Tuesday,2017
1474,US-2015-105676,Premium First Class,NM-18520,Neoma Murray,Consumer,Houston,Texas,Central,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",6.688,4,0.6,-4.0128,2.6752000000000002,-60.00000000000001,December,Tuesday,2015
1475,CA-2016-113138,Standard Class,NP-18685,Nora Pelletier,Home Office,Niagara Falls,New York,East,OFF-AR-10003770,Office Supplies,Art,Newell 340,17.28,6,0.0,5.0112,2.0448000000000004,28.999999999999996,November,Saturday,2016
1476,CA-2016-113138,Standard Class,NP-18685,Nora Pelletier,Home Office,Niagara Falls,New York,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,0.2,6.4206,3.7638,36.25000000000001,November,Saturday,2016
1477,US-2017-104955,Standard Class,CG-12040,Catherine Glotzbach,Home Office,New York City,New York,East,OFF-LA-10003121,Office Supplies,Labels,Avery 506,28.91,7,0.0,13.2986,2.2302,46.0,March,Sunday,2017
1478,CA-2016-121958,Standard Class,CS-12505,Cindy Stewart,Consumer,Thomasville,North Carolina,South,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,52.136,7,0.2,5.8653,6.610100000000001,11.25,November,Sunday,2016
1479,CA-2017-121468,First Class,KD-16345,Katherine Ducich,Consumer,Westminster,California,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,31.968,4,0.2,2.3976,7.3926,7.500000000000001,November,Sunday,2017
1480,US-2016-108455,Standard Class,MK-18160,Mike Kennedy,Consumer,San Francisco,California,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92,4,0.0,12.4416,3.3696000000000006,47.99999999999999,December,Friday,2016
1481,US-2016-108455,Standard Class,MK-18160,Mike Kennedy,Consumer,San Francisco,California,West,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),40.46,7,0.0,19.8254,2.9478000000000004,48.99999999999999,December,Friday,2016
1482,US-2016-108455,Standard Class,MK-18160,Mike Kennedy,Consumer,San Francisco,California,West,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3,0.0,8.8062,8.3546,26.0,December,Friday,2016
1483,CA-2017-101210,Second Class,DW-13540,Don Weiss,Consumer,Jackson,Tennessee,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,9.728,2,0.2,1.7024,4.0128,17.5,August,Friday,2017
1484,CA-2017-101210,Second Class,DW-13540,Don Weiss,Consumer,Jackson,Tennessee,South,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,3.424,1,0.2,1.07,2.354,31.25,August,Friday,2017
1485,US-2016-108098,Standard Class,CP-12340,Christine Phan,Corporate,Seattle,Washington,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.0,3,0.0,30.09,48.97,17.0,October,Friday,2016
1486,CA-2014-119032,Standard Class,MS-17770,Maxwell Schwartz,Consumer,New York City,New York,East,OFF-FA-10003021,Office Supplies,Fasteners,Staples,3.76,2,0.0,1.316,1.222,35.0,November,Thursday,2014
1487,CA-2015-140410,Standard Class,CM-12655,Corinna Mitchell,Home Office,Los Angeles,California,West,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,1212.848,7,0.2,106.1242,158.1034,8.75,November,Tuesday,2015
1488,CA-2015-140410,Standard Class,CM-12655,Corinna Mitchell,Home Office,Los Angeles,California,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,0.0,37.7874,17.3942,42.0,November,Tuesday,2015
1489,CA-2015-140410,Standard Class,CM-12655,Corinna Mitchell,Home Office,Los Angeles,California,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614,8.662,39.0,November,Tuesday,2015
1490,CA-2014-136280,Standard Class,Co-12640,Corey-Lock,Consumer,Philadelphia,Pennsylvania,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04,2,0.2,1.764,1.638,35.0,November,Saturday,2014
1491,CA-2017-151911,Second Class,DL-13495,Dionis Lloyd,Corporate,New York City,New York,East,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,4,0.0,28.332,8.657,45.0,April,Sunday,2017
1492,CA-2017-166436,Standard Class,TS-21370,Todd Sumrall,Corporate,New York City,New York,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,1,0.0,2.8812,2.9987999999999997,49.00000000000001,November,Friday,2017
1493,CA-2017-166436,Standard Class,TS-21370,Todd Sumrall,Corporate,New York City,New York,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,977.292,6,0.1,173.7408,133.9252,17.77777777777778,November,Friday,2017
1494,CA-2017-139661,Standard Class,JW-15220,Jane Waco,Corporate,Vancouver,Washington,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,9.64,2,0.0,3.6632,2.9884000000000004,37.99999999999999,October,Monday,2017
1495,CA-2014-123925,Second Class,RF-19840,Roy Französisch,Consumer,Columbus,Georgia,South,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,3,0.0,11.214,9.612,28.000000000000004,December,Wednesday,2014
1496,CA-2017-152485,Standard Class,JD-15790,John Dryer,Consumer,Coppell,Texas,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.192,7,0.2,3.185,1.001,31.25,September,Monday,2017
1497,CA-2017-152485,Standard Class,JD-15790,John Dryer,Consumer,Coppell,Texas,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784,1,0.2,-0.2098,16.9938,-1.25,September,Monday,2017
1498,CA-2017-152485,Standard Class,JD-15790,John Dryer,Consumer,Coppell,Texas,Central,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,5,0.2,3.772,1.8695999999999997,28.749999999999996,September,Monday,2017
1499,CA-2016-141586,First Class,NK-18490,Neil Knudson,Home Office,San Francisco,California,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",18.16,5,0.2,6.583,2.3154,36.25,October,Monday,2016
1500,CA-2017-130386,Standard Class,NG-18430,Nathan Gelder,Consumer,Austin,Texas,Central,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,0.2,5.8203,3.4119000000000006,36.24999999999999,November,Sunday,2017
1501,CA-2017-130386,Standard Class,NG-18430,Nathan Gelder,Consumer,Austin,Texas,Central,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,223.056,9,0.2,69.705,17.039,31.25,November,Sunday,2017
1502,CA-2017-130386,Standard Class,NG-18430,Nathan Gelder,Consumer,Austin,Texas,Central,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,0.2,-47.2542,195.76739999999998,-8.75,November,Sunday,2017
1503,CA-2016-100468,Standard Class,AT-10435,Alyssa Tate,Home Office,Los Angeles,California,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,2,0.2,3.352,15.084000000000001,10.0,November,Thursday,2016
1504,CA-2016-100468,Standard Class,AT-10435,Alyssa Tate,Home Office,Los Angeles,California,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.0814,3.4292999999999996,31.0,November,Thursday,2016
1505,CA-2015-153388,Standard Class,PC-19000,Pauline Chand,Home Office,Los Angeles,California,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,6.72,4,0.0,3.36,0.84,50.0,August,Saturday,2015
1506,CA-2015-153388,Standard Class,PC-19000,Pauline Chand,Home Office,Los Angeles,California,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1004.976,6,0.2,-175.8708,196.80780000000001,-17.5,August,Saturday,2015
1507,CA-2017-154935,Standard Class,AR-10540,Andy Reiter,Consumer,New York City,New York,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,3,0.2,5.5875,4.097499999999999,31.250000000000007,December,Sunday,2017
1508,CA-2016-134208,Standard Class,CS-12505,Cindy Stewart,Consumer,Columbus,Georgia,South,TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,396.0,4,0.0,190.08,51.48,48.00000000000001,September,Saturday,2016
1509,CA-2017-108294,Premium First Class,LS-16975,Lindsay Shagiari,Home Office,Omaha,Nebraska,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0.0,15.525,6.325,45.0,December,Sunday,2017
1510,CA-2017-103611,First Class,JM-15535,Jessica Myrick,Consumer,Los Angeles,California,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2,0.0,3.0096,2.6752,36.0,September,Tuesday,2017
1511,CA-2017-100384,Standard Class,NH-18610,Nicole Hansen,Corporate,Pomona,California,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.6,8,0.0,111.824,34.222,28.999999999999996,June,Saturday,2017
1512,CA-2017-100384,Standard Class,NH-18610,Nicole Hansen,Corporate,Pomona,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,35.82,9,0.0,11.8206,2.6666000000000003,33.0,June,Saturday,2017
1513,CA-2017-112809,Standard Class,RA-19915,Russell Applegate,Consumer,Dallas,Texas,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,200.064,3,0.2,12.504,62.52,6.25,August,Friday,2017
1514,CA-2017-112809,Standard Class,RA-19915,Russell Applegate,Consumer,Dallas,Texas,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,5,0.8,-33.139,10.9038,-155.00000000000003,August,Friday,2017
1515,CA-2017-112809,Standard Class,RA-19915,Russell Applegate,Consumer,Dallas,Texas,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,4,0.8,-11.4648,4.5522,-170.00000000000003,August,Friday,2017
1516,US-2017-160759,Standard Class,AI-10855,Arianne Irving,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",63.686,1,0.3,-9.098,72.784,-14.285714285714288,December,Monday,2017
